2026.333,413.000,422.000
2026.336,412.623,421.586
2026.338,412.246,421.169
2026.341,411.868,420.747
2026.344,411.490,420.321
2026.347,411.111,419.890
2026.349,410.732,419.455
2026.352,410.352,419.016
2026.355,409.971,418.572
2026.358,409.589,418.125
2026.360,409.206,417.673
2026.363,408.822,417.217
2026.366,408.438,416.757
2026.369,408.052,416.291
2026.371,407.666,415.822
2026.374,407.278,415.349
2026.377,406.888,414.872
2026.380,406.496,414.391
2026.382,406.102,413.907
2026.385,405.708,413.418
2026.388,405.312,412.924
2026.391,404.914,412.427
2026.393,404.514,411.927
2026.396,404.111,411.423
2026.399,403.705,410.916
2026.401,403.297,410.406
2026.404,402.887,409.892
2026.407,402.474,409.374
2026.410,402.057,408.854
2026.412,401.637,408.331
2026.415,401.213,407.805
2026.418,400.785,407.278
2026.421,400.352,406.748
2026.423,399.916,406.215
2026.426,399.476,405.679
2026.429,399.031,405.141
2026.432,398.582,404.600
2026.434,398.128,404.058
2026.437,397.667,403.515
2026.440,397.201,402.970
2026.443,396.730,402.424
2026.445,396.253,401.876
2026.448,395.770,401.325
2026.451,395.281,400.774
2026.454,394.785,400.222
2026.456,394.282,399.669
2026.459,393.771,399.115
2026.462,393.255,398.560
2026.465,392.731,398.003
2026.467,392.201,397.444
2026.470,391.663,396.885
2026.473,391.117,396.325
2026.475,390.563,395.763
2026.478,390.002,395.200
2026.481,389.433,394.635
2026.484,388.856,394.067
2026.486,388.273,393.498
2026.489,387.682,392.925
2026.492,387.083,392.350
2026.495,386.477,391.771
2026.497,385.863,391.190
2026.500,385.242,390.605
2026.503,384.613,390.016
2026.506,383.977,389.423
2026.508,383.333,388.826
2026.511,382.682,388.224
2026.514,382.023,387.617
2026.517,381.357,387.005
2026.519,380.682,386.388
2026.522,380.001,385.765
2026.525,379.313,385.135
2026.528,378.617,384.499
2026.530,377.916,383.855
2026.533,377.207,383.205
2026.536,376.492,382.546
2026.538,375.770,381.880
2026.541,375.042,381.205
2026.544,374.307,380.522
2026.547,373.566,379.829
2026.549,372.817,379.127
2026.552,372.062,378.416
2026.555,371.299,377.695
2026.558,370.529,376.964
2026.560,369.753,376.222
2026.563,368.969,375.468
2026.566,368.177,374.702
2026.569,367.378,373.924
2026.571,366.571,373.134
2026.574,365.755,372.330
2026.577,364.932,371.513
2026.580,364.100,370.682
2026.582,363.259,369.836
2026.585,362.410,368.976
2026.588,361.551,368.100
2026.591,360.682,367.209
2026.593,359.801,366.302
2026.596,358.910,365.379
2026.599,358.007,364.439
2026.601,357.093,363.481
2026.604,356.166,362.505
2026.607,355.228,361.510
2026.610,354.276,360.496
2026.612,353.310,359.463
2026.615,352.330,358.409
2026.618,351.335,357.333
2026.621,350.325,356.235
2026.623,349.299,355.113
2026.626,348.256,353.968
2026.629,347.195,352.798
2026.632,346.115,351.603
2026.634,345.016,350.381
2026.637,343.896,349.133
2026.640,342.755,347.855
2026.643,341.591,346.548
2026.645,340.403,345.210
2026.648,339.190,343.839
2026.651,337.949,342.435
2026.654,336.679,340.996
2026.656,335.380,339.521
2026.659,334.050,338.007
2026.662,332.686,336.452
2026.665,331.287,334.854
2026.667,329.849,333.211
2026.670,328.371,331.522
2026.673,326.849,329.781
2026.675,325.281,327.988
2026.678,323.664,326.137
2026.681,321.996,324.225
2026.684,320.270,322.249
2026.686,318.482,320.203
2026.689,316.627,318.083
2026.692,314.699,315.883
2026.695,312.693,313.596
2026.697,310.601,311.217
2026.700,308.411,308.736
2026.703,306.078,306.180
2026.706,303.403,303.728
2026.708,300.551,301.188
2026.711,297.544,298.507
2026.714,294.363,295.663
2026.717,290.989,292.637
2026.719,287.395,289.401
2026.722,283.545,285.921
2026.725,279.399,282.158
2026.728,274.905,278.060
2026.730,269.987,273.557
2026.733,264.559,268.562
2026.736,258.484,262.943
2026.738,251.583,256.527
2026.741,243.565,249.032
2026.744,233.971,240.015
2026.747,221.987,228.686
2026.749,205.948,213.432
2026.752,181.615,190.122
2026.755,132.112,142.176
2026.758,0.000,0.000
2026.760,0.000,0.000
