 ORDEM 3.2.0 -  ORDEM Spacecraft Mode
 Debris Flux (#/m^2/yr/deg)
  Year: 2026  Perigee Altitude =    413.000  Apogee Altitude =   422.000  inc =   51.64
 *
 *
 *
 *
 *
 *
 *
  Az 1    Az 2    >10um      >100um     >1mm       >1cm       >10cm      >1m
 ------  ------   --------   --------   --------   --------   --------   --------  
   Min.:          1.03E-01   8.26E-04   4.45E-06   5.03E-10   1.91E-11   1.06E-11
   Max.:          2.53E+01   5.15E-02   1.85E-04   4.35E-08   5.59E-09   2.42E-09
 ------  ------   --------   --------   --------   --------   --------   --------  
    66      67    1.33E+01   3.75E-02   1.83E-04   3.35E-08   3.03E-09   1.33E-09
    67      68    1.33E+01   3.75E-02   1.83E-04   3.35E-08   3.03E-09   1.33E-09
    68      69    1.33E+01   3.75E-02   1.83E-04   3.35E-08   3.03E-09   1.33E-09
    69      70    1.33E+01   3.75E-02   1.83E-04   3.35E-08   3.03E-09   1.33E-09
    70      71    1.33E+01   3.75E-02   1.83E-04   3.35E-08   3.03E-09   1.33E-09
    71      72    1.33E+01   3.75E-02   1.83E-04   3.35E-08   3.03E-09   1.33E-09
    72      73    1.33E+01   3.75E-02   1.83E-04   3.35E-08   3.03E-09   1.33E-09
    73      74    1.33E+01   3.75E-02   1.83E-04   3.35E-08   3.03E-09   1.33E-09
    74      75    1.33E+01   3.75E-02   1.83E-04   3.35E-08   3.03E-09   1.33E-09
    75      76    1.33E+01   3.75E-02   1.83E-04   3.35E-08   3.03E-09   1.33E-09
    76      77    1.33E+01   3.75E-02   1.83E-04   3.35E-08   3.03E-09   1.33E-09
    77      78    1.33E+01   3.75E-02   1.83E-04   3.35E-08   3.03E-09   1.33E-09
