2026.333,413.000,422.000
2026.336,412.856,421.842
2026.338,412.713,421.682
2026.341,412.570,421.521
2026.344,412.428,421.358
2026.347,412.288,421.194
2026.349,412.148,421.028
2026.352,412.009,420.861
2026.355,411.871,420.693
2026.358,411.733,420.523
2026.360,411.596,420.352
2026.363,411.459,420.180
2026.366,411.324,420.007
2026.369,411.189,419.832
2026.371,411.055,419.656
2026.374,410.921,419.478
2026.377,410.788,419.301
2026.380,410.654,419.122
2026.382,410.521,418.943
2026.385,410.388,418.762
2026.388,410.257,418.580
2026.391,410.126,418.397
2026.393,409.994,418.214
2026.396,409.862,418.030
2026.399,409.730,417.847
2026.401,409.598,417.662
2026.404,409.467,417.477
2026.407,409.335,417.291
2026.410,409.203,417.106
2026.412,409.070,416.920
2026.415,408.936,416.735
2026.418,408.801,416.551
2026.421,408.666,416.367
2026.423,408.530,416.183
2026.426,408.393,415.999
2026.429,408.256,415.814
2026.432,408.119,415.631
2026.434,407.979,415.448
2026.437,407.839,415.267
2026.440,407.696,415.086
2026.443,407.553,414.906
2026.445,407.409,414.727
2026.448,407.264,414.547
2026.451,407.118,414.370
2026.454,406.969,414.193
2026.456,406.819,414.019
2026.459,406.667,413.845
2026.462,406.513,413.673
2026.465,406.359,413.501
2026.467,406.202,413.330
2026.470,406.044,413.161
2026.473,405.884,412.994
2026.475,405.721,412.829
2026.478,405.557,412.664
2026.481,405.392,412.501
2026.484,405.225,412.339
2026.486,405.057,412.177
2026.489,404.887,412.016
2026.492,404.717,411.856
2026.495,404.545,411.697
2026.497,404.371,411.539
2026.500,404.196,411.381
2026.503,404.020,411.225
2026.506,403.843,411.069
2026.508,403.665,410.913
2026.511,403.486,410.758
2026.514,403.305,410.603
2026.517,403.123,410.449
2026.519,402.940,410.296
2026.522,402.756,410.142
2026.525,402.571,409.989
2026.528,402.386,409.835
2026.530,402.200,409.681
2026.533,402.015,409.526
2026.536,401.828,409.372
2026.538,401.642,409.216
2026.541,401.457,409.060
2026.544,401.271,408.904
2026.547,401.086,408.747
2026.549,400.901,408.589
2026.552,400.716,408.431
2026.555,400.531,408.273
2026.558,400.346,408.113
2026.560,400.162,407.953
2026.563,399.978,407.791
2026.566,399.795,407.628
2026.569,399.613,407.464
2026.571,399.431,407.299
2026.574,399.250,407.132
2026.577,399.070,406.963
2026.580,398.891,406.793
2026.582,398.713,406.621
2026.585,398.536,406.447
2026.588,398.360,406.272
2026.591,398.184,406.095
2026.593,398.008,405.918
2026.596,397.833,405.739
2026.599,397.659,405.558
2026.601,397.485,405.376
2026.604,397.313,405.192
2026.607,397.141,405.007
2026.610,396.970,404.820
2026.612,396.799,404.631
2026.615,396.629,404.442
2026.618,396.459,404.251
2026.621,396.291,404.058
2026.623,396.124,403.863
2026.626,395.958,403.666
2026.629,395.792,403.467
2026.632,395.626,403.268
2026.634,395.460,403.068
2026.637,395.296,402.866
2026.640,395.132,402.663
2026.643,394.968,402.458
2026.645,394.806,402.251
2026.648,394.643,402.043
2026.651,394.481,401.835
2026.654,394.318,401.626
2026.656,394.155,401.417
2026.659,393.992,401.207
2026.662,393.829,400.995
2026.665,393.667,400.783
2026.667,393.505,400.569
2026.670,393.343,400.355
2026.673,393.179,400.142
2026.675,393.015,399.928
2026.678,392.850,399.713
2026.681,392.686,399.498
2026.684,392.522,399.282
2026.686,392.358,399.065
2026.689,392.192,398.850
2026.692,392.025,398.634
2026.695,391.857,398.419
2026.697,391.688,398.204
2026.700,391.518,397.989
2026.703,391.347,397.774
2026.706,391.175,397.560
2026.708,391.001,397.347
2026.711,390.825,397.135
2026.714,390.648,396.924
2026.717,390.469,396.714
2026.719,390.288,396.505
2026.722,390.106,396.297
2026.725,389.922,396.090
2026.728,389.736,395.884
2026.730,389.548,395.679
2026.733,389.358,395.476
2026.736,389.166,395.273
2026.738,388.972,395.072
2026.741,388.776,394.872
2026.744,388.579,394.673
2026.747,388.379,394.476
2026.749,388.177,394.280
2026.752,387.973,394.085
2026.755,387.768,393.890
2026.758,387.561,393.696
2026.760,387.353,393.503
2026.763,387.143,393.311
2026.766,386.931,393.120
2026.769,386.717,392.930
2026.771,386.502,392.740
2026.774,386.286,392.550
2026.777,386.069,392.359
2026.780,385.850,392.169
2026.782,385.631,391.980
2026.785,385.410,391.790
2026.788,385.188,391.600
2026.791,384.965,391.410
2026.793,384.743,391.219
2026.796,384.520,391.026
2026.799,384.297,390.833
2026.801,384.074,390.640
2026.804,383.851,390.446
2026.807,383.626,390.251
2026.810,383.402,390.056
2026.812,383.178,389.860
2026.815,382.955,389.662
2026.818,382.732,389.463
2026.821,382.509,389.263
2026.823,382.286,389.062
2026.826,382.063,388.860
2026.829,381.840,388.657
2026.832,381.618,388.452
2026.834,381.397,388.244
2026.837,381.178,388.035
2026.840,380.958,387.824
2026.843,380.738,387.611
2026.845,380.519,387.397
2026.848,380.301,387.181
2026.851,380.084,386.962
2026.854,379.869,386.741
2026.856,379.653,386.518
2026.859,379.439,386.293
2026.862,379.224,386.066
2026.865,379.010,385.838
2026.867,378.797,385.608
2026.870,378.584,385.376
2026.873,378.372,385.141
2026.875,378.161,384.904
2026.878,377.950,384.666
2026.881,377.740,384.425
2026.884,377.530,384.183
2026.886,377.321,383.939
2026.889,377.111,383.694
2026.892,376.902,383.446
2026.895,376.694,383.196
2026.897,376.487,382.944
2026.900,376.280,382.690
2026.903,376.073,382.435
2026.906,375.867,382.178
2026.908,375.660,381.919
2026.911,375.454,381.658
2026.914,375.248,381.396
2026.917,375.042,381.132
2026.919,374.836,380.868
2026.922,374.628,380.602
2026.925,374.421,380.336
2026.928,374.212,380.069
2026.930,374.004,379.800
2026.933,373.795,379.531
2026.936,373.586,379.260
2026.938,373.376,378.989
2026.941,373.165,378.717
2026.944,372.953,378.444
2026.947,372.741,378.170
2026.949,372.528,377.897
2026.952,372.313,377.623
2026.955,372.096,377.349
2026.958,371.878,377.076
2026.960,371.658,376.803
2026.963,371.436,376.530
2026.966,371.212,376.258
2026.969,370.986,375.986
2026.971,370.759,375.715
2026.974,370.529,375.443
2026.977,370.298,375.173
2026.980,370.064,374.903
2026.982,369.828,374.634
2026.985,369.589,374.365
2026.988,369.349,374.098
2026.991,369.106,373.831
2026.993,368.860,373.565
2026.996,368.611,373.301
2026.999,368.359,373.038
2027.001,368.104,372.777
2027.004,367.845,372.518
2027.007,367.584,372.259
2027.010,367.320,372.001
2027.012,367.054,371.745
2027.015,366.784,371.489
2027.018,366.512,371.235
2027.021,366.236,370.982
2027.023,365.958,370.730
2027.026,365.677,370.478
2027.029,365.394,370.227
2027.032,365.109,369.976
2027.034,364.822,369.724
2027.037,364.534,369.472
2027.040,364.242,369.221
2027.043,363.949,368.970
2027.045,363.654,368.719
2027.048,363.357,368.467
2027.051,363.060,368.213
2027.054,362.762,367.958
2027.056,362.463,367.702
2027.059,362.161,367.445
2027.062,361.859,367.189
2027.065,361.555,366.931
2027.067,361.252,366.670
2027.070,360.949,366.408
2027.073,360.645,366.143
2027.075,360.341,365.878
2027.078,360.036,365.611
2027.081,359.730,365.342
2027.084,359.425,365.070
2027.086,359.120,364.796
2027.089,358.816,364.519
2027.092,358.512,364.239
2027.095,358.208,363.957
2027.097,357.904,363.672
2027.100,357.600,363.385
2027.103,357.296,363.095
2027.106,356.992,362.802
2027.108,356.688,362.506
2027.111,356.385,362.208
2027.114,356.082,361.906
2027.117,355.779,361.601
2027.119,355.476,361.293
2027.122,355.174,360.982
2027.125,354.871,360.668
2027.128,354.570,360.350
2027.130,354.268,360.030
2027.133,353.966,359.706
2027.136,353.665,359.379
2027.138,353.363,359.049
2027.141,353.061,358.716
2027.144,352.760,358.379
2027.147,352.459,358.039
2027.149,352.158,357.696
2027.152,351.856,357.350
2027.155,351.555,357.000
2027.158,351.253,356.647
2027.160,350.952,356.290
2027.163,350.651,355.930
2027.166,350.349,355.567
2027.169,350.047,355.201
2027.171,349.744,354.832
2027.174,349.440,354.461
2027.177,349.135,354.087
2027.180,348.829,353.709
2027.182,348.524,353.329
2027.185,348.217,352.945
2027.188,347.910,352.559
2027.191,347.601,352.170
2027.193,347.290,351.780
2027.196,346.977,351.388
2027.199,346.663,350.993
2027.201,346.348,350.595
2027.204,346.032,350.195
2027.207,345.713,349.793
2027.210,345.391,349.391
2027.212,345.065,348.987
2027.215,344.737,348.583
2027.218,344.406,348.176
2027.221,344.073,347.768
2027.223,343.736,347.359
2027.226,343.395,346.950
2027.229,343.049,346.541
2027.232,342.699,346.133
2027.234,342.345,345.724
2027.237,341.986,345.314
2027.240,341.623,344.905
2027.243,341.255,344.495
2027.245,340.882,344.086
2027.248,340.503,343.678
2027.251,340.118,343.270
2027.254,339.728,342.863
2027.256,339.332,342.456
2027.259,338.931,342.050
2027.262,338.524,341.644
2027.265,338.112,341.237
2027.267,337.694,340.831
2027.270,337.271,340.425
2027.273,336.841,340.019
2027.275,336.406,339.613
2027.278,335.965,339.207
2027.281,335.519,338.799
2027.284,335.068,338.391
2027.286,334.613,337.981
2027.289,334.152,337.569
2027.292,333.687,337.156
2027.295,333.218,336.740
2027.297,332.744,336.322
2027.300,332.267,335.900
2027.303,331.786,335.475
2027.306,331.302,335.047
2027.308,330.814,334.615
2027.311,330.322,334.180
2027.314,329.827,333.741
2027.317,329.328,333.297
2027.319,328.825,332.850
2027.322,328.320,332.398
2027.325,327.811,331.942
2027.328,327.298,331.480
2027.330,326.783,331.013
2027.333,326.264,330.541
2027.336,325.743,330.063
2027.338,325.219,329.578
2027.341,324.692,329.087
2027.344,324.162,328.591
2027.347,323.629,328.088
2027.349,323.092,327.579
2027.352,322.553,327.064
2027.355,322.010,326.541
2027.358,321.464,326.012
2027.360,320.914,325.475
2027.363,320.360,324.931
2027.366,319.803,324.380
2027.369,319.242,323.821
2027.371,318.677,323.254
2027.374,318.109,322.679
2027.377,317.537,322.094
2027.380,316.962,321.501
2027.382,316.382,320.899
2027.385,315.797,320.289
2027.388,315.208,319.669
2027.391,314.615,319.040
