Payloads
Payload Name,Mission Duration (yrs),Operational Perigee (km),Operational Apogee(km),Operational Inclination(deg),RAAN (deg),Argument Of Perigee (deg),Mean Anomaly (deg),Post Mission Disposal Maneuver (y/n),Disposal Perigee (km),Disposal Apogee (km),Disposal Inclination (deg),Disposal RAAN (deg),Disposal Argument Of Perigee (deg),Disposal Mean Anomaly (deg),Initial Mass (kg),Final Mass (kg),Final Area To Mass (m^2/kg),Station Keeping (y/n),Long Term Reentry (y/n)
PROVES - Electra,2,413,422,51.64,,,,n,,,,,,,2,2,0.005618,n,y
