 ORDEM 3.2.0 -  ORDEM Spacecraft Mode
 Debris Flux (#/m^2/yr/deg)
  Year: 2027  Perigee Altitude =    274.780  Apogee Altitude =   279.999  inc =   51.62
 *
 *
 *
 *
 *
 *
 *
  Az 1    Az 2    >10um      >100um     >1mm       >1cm       >10cm      >1m
 ------  ------   --------   --------   --------   --------   --------   --------  
   Min.:          5.45E-02   4.13E-04   2.40E-06   5.27E-11   9.13E-12   6.95E-12
   Max.:          9.21E+00   1.24E-02   8.51E-05   7.47E-09   6.15E-10   2.78E-10
 ------  ------   --------   --------   --------   --------   --------   --------  
     2       3    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
     3       4    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
     4       5    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
     5       6    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
     6       7    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
     7       8    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
     8       9    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
     9      10    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    10      11    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    11      12    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    12      13    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    13      14    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    14      15    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    15      16    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    16      17    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    17      18    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    18      19    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    19      20    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    20      21    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    21      22    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    22      23    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    23      24    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    24      25    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    25      26    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    26      27    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    27      28    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    28      29    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    29      30    6.71E+00   6.47E-03   6.54E-06   2.09E-09   3.06E-10   1.26E-10
    30      31    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    31      32    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    32      33    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    33      34    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    34      35    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    35      36    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    36      37    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    37      38    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    38      39    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    39      40    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    40      41    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    41      42    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    42      43    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    43      44    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    44      45    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    45      46    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    46      47    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    47      48    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    48      49    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    49      50    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
    50      51    9.21E+00   1.24E-02   4.88E-05   4.60E-09   6.15E-10   2.48E-10
